title,artist,url,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,label
Hard To Choose One,Future,https://open.spotify.com/track/66z5CuZkqkb18VhFTRwbZk,0.884,0.436,10,-9.922,1,0.255,0.011000000000000001,0.0,0.10099999999999999,0.254,119.01299999999999,193657,4,1
Ridin Strikers,Future,https://open.spotify.com/track/6PHbWsTTlmQKF9i9VC1KFv,0.595,0.534,1,-8.747,1,0.318,0.0106,0.00157,0.107,0.134,162.066,225348,4,1
Hitek Tek,Future,https://open.spotify.com/track/5v1STk4ZTTDrhgCs6LD3nd,0.873,0.591,2,-7.332000000000001,1,0.293,0.0010199999999999999,0.0,0.13,0.188,150.05700000000002,182400,4,1
Too Comfortable,Future,https://open.spotify.com/track/0biVzpdI2z0vAxwfU9xuuA,0.935,0.47200000000000003,3,-9.304,0,0.0575,0.0455,0.0,0.19,0.659,130.041,236819,4,1
Posted With Demons,Future,https://open.spotify.com/track/7enaBBJnekyUCcXRuwGEH6,0.9309999999999999,0.574,4,-5.695,0,0.381,0.28300000000000003,0.0,0.27399999999999997,0.449,129.967,189342,4,1
Touch The Sky,Future,https://open.spotify.com/track/29s4u1adFGLWtGehbR5xkq,0.898,0.5770000000000001,2,-7.785,1,0.23800000000000002,0.0361,0.0,0.17600000000000002,0.266,83.01799999999999,144361,4,1
One Of My,Future,https://open.spotify.com/track/12ZpiGAd2uPgJiofgoZMue,0.95,0.5,1,-8.18,1,0.39899999999999997,0.10300000000000001,3.77e-05,0.10300000000000001,0.598,114.009,142979,4,1
Harlem Shake,Future Featuring Young Thug,https://open.spotify.com/track/3cFHCXuBZKMJd8Q4Wt8RB3,0.8640000000000001,0.6890000000000001,10,-7.273,0,0.22,7.68e-05,0.00046699999999999997,0.111,0.41200000000000003,152.946,148246,4,1
Pain 1993,Drake Featuring Playboi Carti,https://open.spotify.com/track/6Kj17Afjo1OKJYpf5VzCeo,0.825,0.373,5,-5.532,0,0.10800000000000001,0.163,0.0,0.368,0.12,77.271,149078,4,1
Don't Believe The Hype,Polo G,https://open.spotify.com/track/3TciLI5wo7RddPtAFhiU9V,0.622,0.679,10,-6.183,0,0.29,0.0802,0.0,0.11199999999999999,0.418,160.059,174968,4,1
Beautiful Pain (Losin My Mind),Polo G,https://open.spotify.com/track/4SIB2yxKoFOrbkjA4zfQbB,0.597,0.47700000000000004,1,-9.638,0,0.642,0.13699999999999998,0.0,0.113,0.512,80.382,171442,4,1
33,Polo G,https://open.spotify.com/track/2iW6Hb6kfrz2K7EhPibFiq,0.732,0.462,5,-10.191,0,0.406,0.126,0.0,0.12,0.11699999999999999,180.067,170057,4,1
I Know,Polo G,https://open.spotify.com/track/40j4RoqmLiivqzRObbQ4BF,0.807,0.665,5,-5.249,0,0.276,0.0919,0.0,0.0788,0.557,164.96400000000003,176575,4,1
Me Vs Me,Moneybagg Yo,https://open.spotify.com/track/1lUTmmPMAsxZBR2iK9CKDF,0.853,0.821,5,-4.537,0,0.209,0.205,0.0,0.209,0.625,130.999,183319,4,1
Heart On Ice,Rod Wave,https://open.spotify.com/track/6fWa5CRgy0z30OeGZyMBvD,0.733,0.389,10,-8.468,0,0.0738,0.0513,0.0,0.141,0.244,157.878,159670,3,1
Can I,Kehlani Featuring Tory Lanez,https://open.spotify.com/track/0uDdI4fAXCuNhQbmxENdsO,0.574,0.7909999999999999,1,-3.752,1,0.11,0.419,0.0,0.0982,0.612,119.537,167810,4,1
Zoo York,Lil Tjay Featuring Fivio Foreign & Pop Smoke,https://open.spotify.com/track/3Ddny34bFoYBb8dIGq5lwp,0.565,0.569,6,-6.084,0,0.379,0.0352,8.81e-06,0.106,0.303,92.46600000000001,214825,5,1
Toxic,Kehlani,https://open.spotify.com/track/5nexAvWNhwg51EavnDgViy,0.653,0.45299999999999996,7,-5.395,0,0.0351,0.307,0.00101,0.113,0.0405,111.73700000000001,168183,4,1
I'm Ready,Sam Smith & Demi Lovato,https://open.spotify.com/track/6GJNINiIzgBRz1OWNpfU9c,0.501,0.664,10,-6.3389999999999995,1,0.0402,0.00418,2.54e-05,0.284,0.125,155.072,200838,4,1
More Hearts Than Mine,Ingrid Andress,https://open.spotify.com/track/0LcspVKJxhEQQSvVMiTPWz,0.573,0.428,0,-7.414,1,0.0263,0.11199999999999999,0.0,0.114,0.4,80.907,214160,4,1
I Love Me,Demi Lovato,https://open.spotify.com/track/2IHLaN6wwYKQ3S24NsQqpA,0.664,0.561,6,-7.031000000000001,1,0.0495,0.0026100000000000003,0.0,0.0764,0.713,150.093,203672,4,1
D4L,"Future, Drake & Young Thug",https://open.spotify.com/track/5fHrHoJKfCgBd35zwIBmUK,0.718,0.706,1,-5.709,1,0.06,0.0128,0.0,0.35200000000000004,0.815,170.00400000000002,189176,4,1
Change Your Life,Kehlani Featuring Jhene Aiko,https://open.spotify.com/track/1YqXXJDSlDHrp66g9as4uo,0.665,0.7490000000000001,5,-6.526,0,0.0834,0.0375,1.95e-06,0.0837,0.701,146.886,191129,4,1
Desires,Drake Featuring Future,https://open.spotify.com/track/7eYAHC0RbBF9eaqWzT34Aq,0.812,0.506,5,-7.706,0,0.11599999999999999,0.281,0.0,0.325,0.5539999999999999,145.07399999999998,237946,4,1
Jump,DaBaby Featuring YoungBoy Never Broke Again,https://open.spotify.com/track/0oT9ElXYSxvnOOagP9efDq,0.8959999999999999,0.72,0,-6.2620000000000005,0,0.355,0.16899999999999998,0.0,0.252,0.966,140.1,212093,4,1
Six Feet Apart,Luke Combs,https://open.spotify.com/track/3aMUiKCIXJeurR5ppEMJZD,0.565,0.598,6,-5.894,1,0.0276,0.335,0.0,0.124,0.449,155.814,199068,4,1
Viral Moment,Lil Durk,https://open.spotify.com/track/6w8vxB8I2QKZupDfxg9QTe,0.545,0.523,1,-8.146,1,0.368,0.0134,0.0,0.109,0.264,159.076,192000,3,1
Homemade,Jake Owen,https://open.spotify.com/track/31JID2STTlLuFqXFWHyM8e,0.51,0.838,6,-2.702,1,0.0469,0.396,0.0,0.195,0.574,145.922,192653,4,1
Time Flies,Drake,https://open.spotify.com/track/5H4mXWKcicuLKDn4Jy0sK7,0.8640000000000001,0.47700000000000004,10,-5.7860000000000005,1,0.22399999999999998,0.201,0.0,0.182,0.5,86.46,192932,4,1
Slow Dance In A Parking Lot,Jordan Davis,https://open.spotify.com/track/6MBUUSIWCzaXW4q58Ktrv9,0.523,0.8370000000000001,7,-4.494,1,0.0335,0.301,0.0,0.172,0.523,82.006,193929,4,1
You Should Be Sad,Halsey,https://open.spotify.com/track/7lidXGPXPYLNThITAOTlkK,0.591,0.585,2,-6.35,1,0.0277,0.14300000000000002,0.0,0.109,0.324,110.94,205473,4,1
Demons,Drake Featuring Fivio Foreign & Sosa Geek,https://open.spotify.com/track/05aZ9sAU1YXndHv0FMi9iW,0.5429999999999999,0.7659999999999999,0,-3.387,0,0.34299999999999997,0.423,0.0,0.155,0.7290000000000001,106.869,204805,3,1
Not You Too,Drake Featuring Chris Brown,https://open.spotify.com/track/3Q4gttWQ6hxqWOa3tHoTNi,0.45799999999999996,0.452,9,-9.299,0,0.047,0.342,1.9399999999999997e-05,0.0703,0.316,86.318,269680,4,1
Deep Pockets,Drake,https://open.spotify.com/track/3IvMYBE7A3c7to1aEcfFJk,0.473,0.8240000000000001,7,-3.68,0,0.163,0.48200000000000004,0.0,0.605,0.374,77.888,222929,4,1
When To Say When,Drake,https://open.spotify.com/track/5TCBWmEBrin7etRa4Lswr1,0.41,0.82,1,-6.808,1,0.5329999999999999,0.252,0.0,0.5379999999999999,0.526,170.718,223124,4,1
Landed,Drake,https://open.spotify.com/track/3KixNgUEaDtrKJVzdqjU5q,0.8809999999999999,0.636,7,-4.629,1,0.287,0.00606,0.0,0.111,0.715,163.949,152195,4,1
From Florida With Love,Drake,https://open.spotify.com/track/0YkUwXxnTkeJBvt5upeEtP,0.787,0.47700000000000004,6,-7.837000000000001,0,0.19899999999999998,0.768,0.0,0.10400000000000001,0.47600000000000003,80.506,234783,4,1
Losses,Drake,https://open.spotify.com/track/6fLVTVaHWaEfVKfEgbkf4D,0.551,0.57,1,-7.385,0,0.35100000000000003,0.28,0.0,0.424,0.505,85.68700000000001,271184,4,1
War,Drake,https://open.spotify.com/track/1I55Ea0zVoSKs6MqW7DQ3i,0.7490000000000001,0.792,10,-4.151,0,0.0826,0.292,0.0,0.109,0.239,144.064,180000,4,1
Social Distancing,Lil Baby,https://open.spotify.com/track/1RrQK0BIyxZaOooNDVSEaZ,0.8490000000000001,0.64,5,-5.15,1,0.196,0.0471,0.0,0.321,0.36,126.005,137826,4,1
Slide,H.E.R. Featuring YG,https://open.spotify.com/track/2rTnVB1bvwxHtaIl4uVu7f,0.8270000000000001,0.469,10,-9.141,0,0.341,0.0807,8.12e-06,0.207,0.196,97.02799999999999,238321,4,1
Low Down,Lil Baby,https://open.spotify.com/track/5m0yZ33oOy0yYBtdTXuxQe,0.9620000000000001,0.619,10,-5.562,0,0.405,0.0354,0.0,0.083,0.154,127.958,144652,4,1
Humble,Lil Baby,https://open.spotify.com/track/6heRfvHrUIIPx9TqRg8SCq,0.5539999999999999,0.614,5,-5.715,1,0.44,0.17,0.0,0.267,0.37200000000000005,80.028,191583,4,1
Heatin Up,Lil Baby & Gunna,https://open.spotify.com/track/2Fm8QdRzWXWjscoOqXvffN,0.7879999999999999,0.436,1,-9.435,1,0.364,0.0612,0.0,0.0979,0.341,129.852,177314,4,1
Come Thru,Summer Walker & Usher,https://open.spotify.com/track/3TTMUI5dFcbeNSDTTDY9M8,0.679,0.728,5,-3.092,0,0.154,0.159,0.0,0.107,0.46,152.001,181013,4,1
Find My Way,DaBaby,https://open.spotify.com/track/1gVCEnryJhkdQcuC0Kbvor,0.836,0.624,4,-6.75,0,0.184,0.187,0.0,0.138,0.7,103.0,139890,4,1
Roxanne,Arizona Zervas,https://open.spotify.com/track/696DnlkuDOXcMAnKlTgXXK,0.621,0.601,6,-5.6160000000000005,0,0.14800000000000002,0.0522,0.0,0.46,0.457,116.735,163636,5,1
Heartless,The Weeknd,https://open.spotify.com/track/6bnF93Rx87YqUBLSgjiMU8,0.537,0.746,10,-5.507000000000001,0,0.15,0.0236,1.01e-06,0.156,0.252,170.062,198267,4,1
HIGHEST IN THE ROOM,Travis Scott,https://open.spotify.com/track/3eekarcy7kvN4yt5ZFzltW,0.598,0.42700000000000005,7,-8.764,0,0.0317,0.0546,5.83e-06,0.21,0.0605,76.469,175721,4,1
"10,000 Hours",Dan + Shay & Justin Bieber,https://open.spotify.com/track/2wrJq5XKLnmhRXHIAf9xBa,0.654,0.63,10,-4.644,1,0.0259,0.153,0.0,0.111,0.43,89.991,167693,4,1
Goosebumps,Travis Scott,https://open.spotify.com/track/6gBFPUFcJLzWGx4lenP6h2,0.841,0.728,7,-3.37,1,0.0484,0.0847,0.0,0.149,0.43,130.049,243837,4,1
Sasuke,Lil Uzi Vert,https://open.spotify.com/track/0ROE31C8Wu4neZoR9stM9e,0.8590000000000001,0.47700000000000004,1,-6.1160000000000005,1,0.428,0.00414,0.0,0.0819,0.153,145.97899999999998,251336,4,1
Ain't Easy,YoungBoy Never Broke Again,https://open.spotify.com/track/485RHcQUM5qotAlfutUhwT,0.738,0.6779999999999999,11,-6.596,0,0.134,0.17600000000000002,0.0,0.25,0.514,79.002,145851,4,1
Diamonds,YoungBoy Never Broke Again,https://open.spotify.com/track/7jx8tZVzfOAYK6bwP1mwqN,0.6509999999999999,0.7879999999999999,8,-4.561,0,0.253,0.115,0.0,0.0878,0.589,93.36399999999999,184932,4,1
Myron,Lil Uzi Vert,https://open.spotify.com/track/56uXDJRCuoS7abX3SkzHKQ,0.7709999999999999,0.654,8,-6.976,0,0.298,0.055,0.0,0.214,0.573,155.047,224955,4,1
Captain Hook,Megan Thee Stallion,https://open.spotify.com/track/1E3VQQWFQAPJkXfYHjqWoI,0.863,0.633,10,-5.002,0,0.287,0.0118,0.0,0.285,0.545,163.99099999999999,176750,4,1
Bout My Business,YoungBoy Never Broke Again Featuring Sherhonda Gaulden,https://open.spotify.com/track/6vXJljkoTUWjPXFRfuBbgZ,0.579,0.565,11,-6.901,1,0.418,0.466,0.0,0.226,0.631,83.973,187141,4,1
Rough Ryder,YoungBoy Never Broke Again,https://open.spotify.com/track/73C80fhriFzangrzWVO4Zp,0.623,0.721,10,-4.584,0,0.33899999999999997,0.371,0.0,0.109,0.7190000000000001,166.637,161019,4,1
Underdog,Alicia Keys,https://open.spotify.com/track/3FGiFUJRRp5RGikVrs6kig,0.6559999999999999,0.722,0,-4.726,0,0.0478,0.556,0.0,0.134,0.301,90.09700000000001,208208,4,1
NASTY,DaBaby Featuring Ashanti & Megan Thee Stallion,https://open.spotify.com/track/3oHiR89Y8gn6xt3YGAAzFj,0.768,0.635,10,-4.925,1,0.15,0.0289,0.0,0.312,0.64,160.99200000000002,215053,4,1
PTSD,"G Herbo Featuring Chance The Rapper, Juice WRLD & Lil Uzi Vert",https://open.spotify.com/track/3jT2LKH0RSbQ8jIUNFzXm5,0.883,0.8079999999999999,1,-3.158,0,0.183,0.0317,0.0,0.207,0.805,119.012,232065,4,1
Thug Of Spades,YoungBoy Never Broke Again Featuring DaBaby,https://open.spotify.com/track/2iz3EDFoPOjPRZs9wt5iNh,0.599,0.74,0,-3.517,0,0.33399999999999996,0.159,0.0,0.154,0.573,100.06,153652,4,1
Safaera,"Bad Bunny, Jowell & Randy & Nengo Flow",https://open.spotify.com/track/2DEZmgHKAvm41k4J3R2E9Y,0.607,0.8290000000000001,2,-4.074,1,0.379,0.0103,0.0,0.107,0.685,96.17200000000001,295177,4,1
@ MEH,Playboi Carti,https://open.spotify.com/track/5UusfWUMMLEXLMc1ViNZoe,0.8759999999999999,0.49200000000000005,11,-8.11,0,0.153,0.0136,0.000283,0.0678,0.4,151.04399999999998,166799,4,1
BOP,DaBaby,https://open.spotify.com/track/6Ozh9Ok6h4Oi1wUSLtBseN,0.769,0.787,11,-3.909,1,0.36700000000000005,0.18899999999999997,0.0,0.129,0.836,126.77,159715,4,1
PICK UP,DaBaby Featuring Quavo,https://open.spotify.com/track/5gNOINI5dXZVom2b36LMOd,0.915,0.612,1,-4.535,1,0.40700000000000003,0.0944,0.0,0.115,0.758,129.93,118547,4,1
No Guidance,Chris Brown Featuring Drake,https://open.spotify.com/track/6XHVuErjQ4XNm6nDPVCxVX,0.698,0.45399999999999996,1,-6.756,0,0.151,0.12300000000000001,0.0,0.155,0.13699999999999998,92.932,260640,4,1
LIGHTSKIN SH*T,DaBaby Featuring Future & jetsonmade,https://open.spotify.com/track/16oi4OiKmkO51l60F5R9kR,0.932,0.578,9,-4.478,1,0.366,0.115,0.0,0.115,0.623,129.991,111173,4,1
BEST ON EARTH,Russ & BIA,https://open.spotify.com/track/0xKBkLcF71uUQeTA7FSu4A,0.846,0.748,5,-3.512,0,0.078,0.188,0.0,0.09300000000000001,0.597,90.006,160720,4,1
CAN'T STOP,DaBaby,https://open.spotify.com/track/57crda5Lx9OVaYCzb4Wrnd,0.732,0.7070000000000001,11,-5.849,0,0.304,0.0348,0.0,0.39899999999999997,0.8320000000000001,140.04,168373,4,1
BLAME IT ON BABY,DaBaby,https://open.spotify.com/track/0jWm0VyD8p3MrSInczpows,0.875,0.687,9,-5.734,1,0.387,0.23600000000000002,0.0,0.141,0.8640000000000001,109.791,125907,4,1
SAD SHIT,DaBaby,https://open.spotify.com/track/6ChpgWt7s2ksM1Y3l0D9sk,0.835,0.466,6,-8.949,0,0.391,0.195,0.0,0.37200000000000005,0.562,124.885,217467,4,1
Tusa,Karol G & Nicki Minaj,https://open.spotify.com/track/7k4t7uLgtOxPwTpFmtJNTY,0.8029999999999999,0.715,2,-3.28,1,0.298,0.295,0.000134,0.0574,0.574,101.085,200960,4,1
DROP,DaBaby Featuring A Boogie Wit da Hoodie & London On Da Track,https://open.spotify.com/track/5rFGVn8fCFjnRwCebW0XbS,0.833,0.589,9,-6.3839999999999995,0,0.231,0.121,0.0,0.299,0.536,96.455,149613,4,1
TALK ABOUT IT,DaBaby,https://open.spotify.com/track/3QSLoxRguKgK0knOG7EGyn,0.951,0.638,1,-5.614,1,0.308,0.00206,0.0,0.113,0.439,123.948,159093,4,1
CHAMPION,DaBaby,https://open.spotify.com/track/19eeh4pgEGHdSTc26U1y89,0.828,0.5379999999999999,0,-6.067,0,0.341,0.071,0.0,0.11599999999999999,0.56,145.071,132813,4,1
I Dare You,Kelly Clarkson,https://open.spotify.com/track/0o58NWBiVXewJNfNDKQyjw,0.655,0.7190000000000001,2,-7.4,1,0.0368,0.0452,1.77e-05,0.109,0.435,124.03399999999999,216107,4,1
Broke In A Minute,Tory Lanez,https://open.spotify.com/track/4xqIYGwwZTEem9U8A42SPF,0.929,0.7,0,-5.595,0,0.0906,0.14400000000000002,0.0,0.349,0.802,120.009,132024,4,1
Suicidal,YNW Melly & Juice WRLD,https://open.spotify.com/track/4S2uhQE8L9V6p7rj7SiauJ,0.655,0.441,9,-5.245,0,0.0629,0.474,0.0,0.099,0.273,139.957,225857,4,1
Stupid Again,Tory Lanez,https://open.spotify.com/track/1fPnUpoXCpD2NDI4vPVeLw,0.775,0.823,5,-4.941,0,0.0635,0.0881,0.0,0.309,0.65,120.059,174848,4,1
Boyfriend,Selena Gomez,https://open.spotify.com/track/4QnC1bIaMSfDQvF4XDhV5M,0.8109999999999999,0.512,2,-6.381,1,0.17,0.218,0.0262,0.0768,0.34600000000000003,92.046,161188,4,1
The Other Side,SZA X Justin Timberlake,https://open.spotify.com/track/463PQggkmk5tTw8ug0ahOX,0.76,0.607,7,-6.274,1,0.0964,0.00277,0.0,0.132,0.7090000000000001,105.979,188187,4,1
What She Wants Tonight,Luke Bryan,https://open.spotify.com/track/5M3v6frAiTyqenNAeQVcxC,0.484,0.903,8,-3.9,0,0.0882,0.0649,0.0,0.151,0.716,169.94799999999998,186988,4,1
DND,Polo G,https://open.spotify.com/track/58GJNfq2m0Qr5nIUCDbXVQ,0.779,0.797,0,-4.583,0,0.35600000000000004,0.129,0.0,0.11800000000000001,0.231,159.958,180058,4,1
Ridin' Roads,Dustin Lynch,https://open.spotify.com/track/2VPmBOuy7ZAOFSzKwW2IEt,0.547,0.8170000000000001,9,-4.255,1,0.0448,0.0986,0.0,0.136,0.5920000000000001,142.118,205427,4,1
The Man,Taylor Swift,https://open.spotify.com/track/3RauEVgRgj1IuWdJ9fDs70,0.777,0.6579999999999999,0,-5.191,1,0.054000000000000006,0.0767,0.0,0.0901,0.633,110.04799999999999,190360,4,1
Oprah's Bank Account,"Lil Yachty, Drake & DaBaby",https://open.spotify.com/track/0LEFmgIj8ABU7CelzGh5Bs,0.83,0.625,5,-3.678,1,0.0573,0.226,0.0,0.302,0.884,138.046,205636,4,1
P2,Lil Uzi Vert,https://open.spotify.com/track/3kW4z2pIj5VY5fLjBrMRL5,0.775,0.72,11,-5.353,0,0.193,0.0236,0.0,0.114,0.49,155.086,234627,4,1
Yummy,Justin Bieber,https://open.spotify.com/track/0REtMuzJTpn48JtGOsJdxI,0.677,0.506,9,-6.652,0,0.0964,0.345,0.0,0.11800000000000001,0.49700000000000005,145.843,208520,4,1
B.I.T.C.H.,Megan Thee Stallion,https://open.spotify.com/track/06scTb0zbkxYNgpAB3J9fN,0.742,0.731,11,-4.362,0,0.306,0.0851,0.0,0.131,0.547,174.019,183143,4,1
Boss Bitch,Doja Cat,https://open.spotify.com/track/78qd8dvwea0Gosb6Fe6j3k,0.7070000000000001,0.955,10,-4.593,0,0.222,0.127,0.0,0.20199999999999999,0.575,125.98899999999999,134240,4,1
Homesick,Kane Brown,https://open.spotify.com/track/30RZAuEkYeDXvy46Iv6l7E,0.701,0.5,8,-8.82,1,0.0303,0.46,0.0,0.23399999999999999,0.409,97.02799999999999,205400,4,1
Fuck The World,Rod Wave,https://open.spotify.com/track/4zbSIYErBaRCPiZeodadtS,0.705,0.69,8,-6.667000000000001,1,0.14800000000000002,0.266,0.0,0.0909,0.466,160.005,140069,4,1
Pray 4 Love,Rod Wave,https://open.spotify.com/track/46Ypiuu8CZ5s9JK8HQplV4,0.6759999999999999,0.529,2,-11.177999999999999,0,0.397,0.428,0.0,0.149,0.39799999999999996,179.013,177946,4,1
Thief In The Night,Rod Wave,https://open.spotify.com/track/0KVNgZI1y3YTITnwITuEvj,0.505,0.657,7,-8.12,0,0.184,0.17800000000000002,0.0,0.0801,0.276,87.97200000000001,132336,4,1
Tycoon,Future,https://open.spotify.com/track/1c9hQ4jqgVP10plon2B259,0.858,0.598,1,-7.407,0,0.35700000000000004,0.0223,0.0,0.174,0.85,157.03,203528,4,1
I Remember,Rod Wave,https://open.spotify.com/track/5B47BFhAuIzJ6ZwxZPVI1i,0.665,0.621,5,-12.599,0,0.23800000000000002,0.235,0.0,0.107,0.389,161.849,202998,1,1
The Greatest,Rod Wave,https://open.spotify.com/track/4tnLapnaoDS46c9CBRUqpE,0.732,0.41,0,-14.41,1,0.127,0.0915,0.0,0.0697,0.586,125.947,168587,4,1
Ribbon In The Sky,Rod Wave,https://open.spotify.com/track/5qPfvvKDCoXG3rzgztsJQG,0.41200000000000003,0.738,0,-6.202999999999999,1,0.23600000000000002,0.253,0.0,0.114,0.39799999999999996,80.375,163161,4,1
Last Time I Say Sorry,Kane Brown & John Legend,https://open.spotify.com/track/3gAaDDoBipWZzGBMwK194e,0.263,0.39299999999999996,9,-7.7829999999999995,1,0.0291,0.856,0.0,0.0975,0.205,86.806,194819,4,1
After Hours,The Weeknd,https://open.spotify.com/track/2p8IUWQDrpjuFltbdgLOag,0.664,0.5720000000000001,5,-6.099,0,0.0305,0.0811,0.00604,0.121,0.14300000000000002,108.959,361027,4,1
Thug Life,Rod Wave,https://open.spotify.com/track/5naCF6qs5PXR4UTGecayNP,0.441,0.327,1,-19.167,1,0.20800000000000002,0.49200000000000005,0.0,0.0775,0.63,84.514,171324,4,1
What A Man Gotta Do,Jonas Brothers,https://open.spotify.com/track/4wNIkl5XGiAACjFBlDWuSd,0.852,0.698,9,-7.206,1,0.0629,0.00839,1.03e-06,0.0773,0.324,113.039,180645,4,1
No Weakness,Rod Wave,https://open.spotify.com/track/7u5awC3KHNZTfHcnFwZdAb,0.7070000000000001,0.532,10,-10.65,0,0.11699999999999999,0.161,0.0,0.184,0.55,87.47,183824,4,1
Woah,Lil Baby,https://open.spotify.com/track/598yNsG1JFrGd4n2kMoz7F,0.882,0.602,11,-5.553999999999999,1,0.245,0.0177,0.0,0.17800000000000002,0.43,142.959,183011,4,1
Loyal,PARTYNEXTDOOR Featuring Drake,https://open.spotify.com/track/3LnJM1B5Mjgx5LfT9plXUU,0.866,0.53,0,-6.347,0,0.0495,0.517,0.00159,0.0946,0.203,104.95200000000001,197973,4,1
Know Your Worth,Khalid x Disclosure,https://open.spotify.com/track/0TrPqhAMoaKUFLR7iYDokf,0.79,0.6940000000000001,9,-7.726,0,0.0708,0.145,0.00252,0.281,0.508,103.007,181436,4,1
Physical,Dua Lipa,https://open.spotify.com/track/3AzjcOeAmA57TIOr9zF1ZW,0.647,0.8440000000000001,0,-3.7560000000000002,1,0.0457,0.0137,0.0006580000000000001,0.102,0.746,146.967,193829,4,1
Make No Sense,YoungBoy Never Broke Again,https://open.spotify.com/track/6klLvorLoo1sxvZcjJIY8I,0.8759999999999999,0.733,10,-4.478,0,0.33299999999999996,0.0208,0.0,0.0999,0.9620000000000001,154.904,148630,4,1
Save Your Tears,The Weeknd,https://open.spotify.com/track/5QO79kh1waicV47BqGRL3g,0.68,0.826,0,-5.487,1,0.0309,0.0212,1.24e-05,0.5429999999999999,0.644,118.051,215627,4,1
La Dificil,Bad Bunny,https://open.spotify.com/track/6NfrH0ANGmgBXyxgV2PeXt,0.685,0.848,8,-4.561,0,0.0858,0.0861,7.14e-06,0.0783,0.7609999999999999,179.87,163084,4,1
Si Veo A Tu Mama,Bad Bunny,https://open.spotify.com/track/41wtwzCZkXwpnakmwJ239F,0.9,0.603,2,-5.313,1,0.0646,0.402,4.81e-06,0.134,0.8240000000000001,129.928,170972,4,1
Vete,Bad Bunny,https://open.spotify.com/track/5DxXgozhkPLgrbKFY91w0c,0.8859999999999999,0.672,1,-4.394,1,0.188,0.0363,8.78e-06,0.10099999999999999,0.526,91.976,192024,4,1
Baby Pluto,Lil Uzi Vert,https://open.spotify.com/track/7hav1MHURQf5SAoPk0egqh,0.772,0.634,10,-6.101,0,0.212,0.135,0.0,0.43200000000000005,0.6709999999999999,160.05200000000002,210261,4,1
Into The Unknown,Idina Menzel & AURORA,https://open.spotify.com/track/3Z0oQ8r78OUaHvGPiDBR3W,0.32299999999999995,0.405,10,-8.533,0,0.0413,0.8490000000000001,0.000544,0.138,0.27399999999999997,145.10399999999998,194848,5,1
Alone Again,The Weeknd,https://open.spotify.com/track/6b5P51m8xx2XA6U7sdNZ5E,0.218,0.652,4,-7.952999999999999,0,0.0641,0.033,0.111,0.172,0.0599,65.375,250053,4,1
Scared To Live,The Weeknd,https://open.spotify.com/track/4BGZF4oLbTL0pWm7C18pbv,0.504,0.498,0,-8.24,1,0.0499,0.131,0.0,0.0929,0.196,87.221,191307,4,1
Hardest To Love,The Weeknd,https://open.spotify.com/track/6kWxIqQDsKFYCJGbU4AjCX,0.467,0.608,10,-7.847,1,0.0707,0.0909,8.83e-05,0.125,0.10800000000000001,80.957,211400,4,1
Too Late,The Weeknd,https://open.spotify.com/track/2K9Ovn1o2bTGqbsABGC6m3,0.638,0.863,4,-5.221,0,0.132,0.052000000000000005,5.4600000000000006e-05,0.685,0.226,120.07700000000001,239973,4,1
Snowchild,The Weeknd,https://open.spotify.com/track/3WlbeuhfRSqU7ylK2Ui5U7,0.55,0.611,0,-7.475,1,0.13699999999999998,0.162,6.879999999999999e-05,0.121,0.243,148.062,247187,4,1
Escape From LA,The Weeknd,https://open.spotify.com/track/1sOW4PuG5X3Ie3EXUhAopJ,0.40399999999999997,0.524,5,-8.996,0,0.0593,0.0456,0.00316,0.19899999999999998,0.168,145.74,355960,4,1
Faith,The Weeknd,https://open.spotify.com/track/3orEOtd8CPL8GFlpRpKuoE,0.375,0.605,0,-7.268,0,0.0729,0.612,0.0448,0.147,0.128,175.946,283227,4,1
Lose You To Love Me,Selena Gomez,https://open.spotify.com/track/4l0Mvzj72xxOpRrp6h8nHi,0.488,0.34299999999999997,4,-8.985,1,0.0436,0.556,0.0,0.21,0.0978,102.819,206459,4,1
homecoming queen?,Kelsea Ballerini,https://open.spotify.com/track/1ytCra0qH6gcHnCVQwREvu,0.462,0.512,9,-5.443,1,0.0334,0.478,0.0,0.0993,0.29,114.014,167796,4,1
Repeat After Me (Interlude),The Weeknd,https://open.spotify.com/track/40U8d12pC5UHqmHwXjHjjl,0.555,0.619,0,-7.917999999999999,1,0.0314,0.0323,0.00022400000000000002,0.0917,0.141,95.03200000000001,195813,4,1
Until I Bleed Out,The Weeknd,https://open.spotify.com/track/2BcnxwxBuar5wjCaLqm5N3,0.245,0.39399999999999996,0,-9.887,0,0.0374,0.423,2.8999999999999997e-05,0.09300000000000001,0.14800000000000002,115.23299999999999,190173,3,1
To Die For,Sam Smith,https://open.spotify.com/track/2ZTYlnhhV1UAReg7wIGolx,0.483,0.361,0,-7.888999999999999,1,0.0738,0.8320000000000001,4.66e-06,0.098,0.307,171.649,193795,4,1
Bean (Kobe),Lil Uzi Vert Featuring Chief Keef,https://open.spotify.com/track/0IpnZchq8ek2A6pGEP2Qb1,0.733,0.5670000000000001,0,-6.718,1,0.319,0.0129,0.0,0.382,0.319,75.491,238816,4,1
